STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,BURGLARY,THEFT,RIOTS,ROBBERY,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
HIMACHAL PRADESH,SIRMAUR,2007,16,7,12,0,48,69,61,0,0,26,0
HIMACHAL PRADESH,SOLAN,2007,10,8,17,2,112,143,70,0,3,26,0
HIMACHAL PRADESH,UNA,2007,14,9,12,2,66,98,35,1,0,10,0
HIMACHAL PRADESH,TOTAL,2007,127,159,171,5,877,1092,649,23,8,322,0
JAMMU & KASHMIR,ANANTNAG,2007,9,16,65,0,147,120,92,5,0,57,0
JAMMU & KASHMIR,AWANTIPORA,2007,13,5,13,0,24,35,22,4,0,29,0
JAMMU & KASHMIR,BARAMULLA,2007,47,31,102,4,148,181,83,3,0,93,0
JAMMU & KASHMIR,BORDER DISTRICT,2007,9,6,10,0,23,62,32,0,2,11,0
JAMMU & KASHMIR,BUDGAM,2007,5,17,72,0,92,176,111,9,0,118,0
JAMMU & KASHMIR,CRIME JAMMU,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2007,35,28,30,4,40,67,13,5,0,26,0
JAMMU & KASHMIR,GANDERBAL,2007,11,5,45,0,41,58,92,4,0,73,0
JAMMU & KASHMIR,HANDWARA,2007,12,15,22,1,22,58,33,3,0,62,0
JAMMU & KASHMIR,JAMMU,2007,22,25,52,2,205,370,82,2,3,23,0
JAMMU & KASHMIR,KARGIL,2007,0,0,1,0,4,4,3,0,0,2,0
JAMMU & KASHMIR,KATHUA,2007,11,15,18,2,60,79,51,1,1,15,0
JAMMU & KASHMIR,KULGAM,2007,10,9,46,1,54,85,68,14,0,53,0
JAMMU & KASHMIR,KUPWARA,2007,23,4,38,0,36,66,88,4,0,77,0
JAMMU & KASHMIR,LEH,2007,4,2,3,0,19,14,4,1,0,4,0
JAMMU & KASHMIR,POONCH,2007,13,13,17,0,34,43,106,0,0,28,0
JAMMU & KASHMIR,PULWAMA,2007,22,11,51,0,76,92,136,19,0,36,0
JAMMU & KASHMIR,RAILWAYS,2007,1,0,0,0,0,14,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2007,23,25,51,0,77,69,31,5,3,30,0
JAMMU & KASHMIR,RAMBAN,2007,18,15,10,0,28,60,14,0,0,6,0
JAMMU & KASHMIR,REASI,2007,8,7,11,0,9,26,1,0,0,10,0
JAMMU & KASHMIR,SRINAGAR,2007,15,27,92,2,272,351,127,29,0,219,0
JAMMU & KASHMIR,UDHAMPUR,2007,7,12,9,2,49,56,20,3,0,14,0
JAMMU & KASHMIR,TOTAL,2007,318,288,758,18,1460,2086,1209,111,9,986,0
JHARKHAND,BOKARO,2007,60,57,43,18,108,622,125,45,21,7,0
JHARKHAND,CHAIBASA,2007,127,43,19,10,21,135,41,21,6,10,0
JHARKHAND,CHATRA,2007,29,25,12,34,29,87,113,33,15,3,0
JHARKHAND,DEOGHAR,2007,48,24,26,11,133,276,140,22,21,2,0
JHARKHAND,DHANBAD,2007,80,41,87,40,180,851,299,58,29,32,0
JHARKHAND,DHANBAD RLY.,2007,7,1,0,20,0,127,7,9,2,1,0
JHARKHAND,DUMKA,2007,65,52,29,6,64,191,98,11,23,35,0
JHARKHAND,GARHWA,2007,53,17,20,14,21,75,141,16,8,0,0
JHARKHAND,GIRIDIH,2007,59,46,35,52,103,289,310,31,20,61,0
JHARKHAND,GODDA,2007,55,30,39,8,64,152,129,9,7,3,0
JHARKHAND,GUMLA,2007,137,60,34,24,8,91,27,45,1,11,0
JHARKHAND,HAZARIBAGH,2007,78,41,28,56,136,635,157,54,45,40,0
JHARKHAND,JAMSHEDPUR,2007,92,65,39,17,149,944,118,62,20,30,0
JHARKHAND,JAMSHEDPUR RLY.,2007,4,1,4,2,3,159,5,4,0,1,0
JHARKHAND,JAMTARA,2007,14,22,21,4,34,95,74,2,6,11,0
JHARKHAND,KHUNTI,2007,91,15,15,12,2,44,9,26,1,1,0
JHARKHAND,KODERMA,2007,22,15,18,15,20,120,102,16,11,2,0
JHARKHAND,LATEHAR,2007,53,10,14,27,9,75,38,17,4,2,0
JHARKHAND,LOHARDAGGA,2007,31,32,21,12,21,88,29,23,1,12,0
JHARKHAND,PAKUR,2007,24,45,22,5,16,100,66,3,4,13,0
JHARKHAND,PALAMU,2007,67,29,36,21,96,145,122,40,17,6,0
JHARKHAND,RAMGARH,2007,41,28,37,17,27,350,132,36,11,11,0
JHARKHAND,RANCHI,2007,203,53,88,69,171,1177,204,146,17,27,0
JHARKHAND,SAHEBGANJ,2007,54,64,32,3,61,53,38,7,9,18,0
JHARKHAND,SARAIKELA,2007,51,18,23,12,4,151,31,18,4,2,0
JHARKHAND,SIMDEGA,2007,72,21,20,15,15,59,10,17,0,1,0
JHARKHAND,TOTAL,2007,1617,855,762,524,1495,7091,2565,771,303,342,0
KARNATAKA,BAGALKOT,2007,38,4,27,8,60,125,123,11,2,51,0
KARNATAKA,BANGALORE COMMR.,2007,246,62,119,41,1485,7377,425,545,54,187,0
KARNATAKA,BANGALORE RURAL,2007,176,29,43,18,330,834,504,55,32,99,0
KARNATAKA,BELGAUM,2007,110,22,42,7,224,459,372,51,10,129,0
KARNATAKA,BELLARY,2007,62,14,17,2,139,226,222,25,7,71,0
KARNATAKA,BIDAR,2007,42,11,26,7,160,197,172,25,4,103,0
KARNATAKA,BIJAPUR,2007,49,17,30,2,129,155,298,31,2,80,0
KARNATAKA,CHAMARAJNAGAR,2007,19,3,7,1,58,84,77,2,2,26,0
KARNATAKA,CHICKMAGALUR,2007,32,11,11,6,126,169,121,22,4,55,0
KARNATAKA,CHITRADURGA,2007,32,10,21,1,114,183,238,23,9,65,0
KARNATAKA,DAKSHIN KANNADA,2007,26,11,11,3,266,215,195,19,2,36,0
KARNATAKA,DAVANAGERE,2007,19,10,16,2,134,205,220,20,5,49,0
KARNATAKA,DHARWAD COMMR.,2007,16,5,16,1,147,273,104,60,3,10,0
KARNATAKA,DHARWAD RURAL,2007,30,7,6,4,19,45,64,4,0,8,0
KARNATAKA,GADAG,2007,17,4,5,2,50,68,111,8,3,31,0
KARNATAKA,GULBARGA,2007,91,35,54,9,185,262,498,64,19,91,0
KARNATAKA,HASSAN,2007,54,13,15,2,191,278,130,30,11,77,0
KARNATAKA,HAVERI,2007,17,8,21,4,93,95,197,5,5,35,0
KARNATAKA,K.G.F.,2007,12,7,7,1,48,90,39,11,7,29,0
KARNATAKA,KODAGU,2007,25,4,11,2,103,129,48,8,4,20,0
KARNATAKA,KOLAR,2007,66,19,35,7,133,389,291,19,17,44,0
KARNATAKA,KOPPAL,2007,19,6,5,1,85,74,121,10,1,32,0
KARNATAKA,MANDYA,2007,48,17,15,3,142,254,180,9,15,66,0
KARNATAKA,MYSORE COMMR.,2007,26,13,19,4,173,573,84,103,4,25,0
KARNATAKA,MYSORE RURAL,2007,60,20,11,7,90,190,182,10,11,77,0
KARNATAKA,RAICHUR,2007,44,19,23,5,110,142,214,8,3,61,0
KARNATAKA,RAILWAYS,2007,17,0,2,3,0,367,4,21,0,0,0
KARNATAKA,SHIMOGA,2007,40,23,26,12,241,282,160,41,3,81,0
KARNATAKA,TUMKUR,2007,74,17,25,11,227,417,184,39,10,105,0
KARNATAKA,UDUPI,2007,12,11,7,1,117,119,142,15,1,22,0
KARNATAKA,UTTAR KANNADA,2007,19,4,7,1,70,75,63,19,1,63,0
KARNATAKA,TOTAL,2007,1538,436,680,178,5449,14351,5783,1313,251,1828,0
KERALA,ALAPUZHA,2007,19,25,16,6,203,351,453,41,3,208,0
KERALA,CBCID,2007,7,2,0,0,2,1,2,0,1,0,0
KERALA,ERNAKULAM COMMR.,2007,14,23,10,4,189,350,177,43,0,75,0
KERALA,ERNAKULAM RURAL,2007,26,22,8,18,254,335,323,58,1,126,0
KERALA,IDUKKI,2007,24,28,9,6,168,213,202,27,0,155,0
KERALA,KANNUR,2007,14,34,16,8,275,234,867,98,1,123,0
KERALA,KASARGOD,2007,12,19,2,0,156,192,519,27,0,93,0
KERALA,KOLLAM,2007,43,46,22,4,298,457,546,36,4,282,0
KERALA,KOTTAYAM,2007,17,25,20,10,314,384,423,57,1,224,0
KERALA,KOZHIKODE COMMR.,2007,9,15,11,4,231,306,342,80,0,70,0
KERALA,KOZHIKODE RURAL,2007,10,25,14,3,201,257,522,30,3,128,0
KERALA,MALAPPURAM,2007,22,41,13,16,500,456,516,32,0,139,0
KERALA,PALAKKAD,2007,41,39,9,13,215,290,385,39,6,82,0
KERALA,PATHANAMTHITTA,2007,21,19,19,6,179,179,301,31,0,153,0
KERALA,RAILWAYS,2007,0,0,1,0,1,158,3,6,0,6,0
KERALA,THRISSUR,2007,38,48,27,7,221,356,596,74,0,202,0
KERALA,TRIVANDRUM COMMR.,2007,13,20,23,5,244,568,458,96,1,141,0
KERALA,TRIVANDRUM RURAL,2007,26,54,26,10,322,396,522,79,4,351,0
KERALA,WAYANADU,2007,11,27,9,1,127,126,201,15,2,66,0
KERALA,TOTAL,2007,367,512,255,121,4100,5609,7358,869,27,2624,0
MADHYA PRADESH,ANUPPUR,2007,22,49,6,1,94,130,9,12,3,87,0
MADHYA PRADESH,ASHOK NAGAR,2007,34,81,11,1,110,228,39,22,13,173,0
MADHYA PRADESH,BALAGHAT,2007,51,53,7,1,100,140,21,18,7,89,0
MADHYA PRADESH,BARWANI,2007,39,55,10,2,88,299,59,23,4,132,0
MADHYA PRADESH,BETUL,2007,51,156,18,2,154,200,8,20,13,174,0
MADHYA PRADESH,BHIND,2007,68,27,15,3,147,212,43,86,38,55,0
MADHYA PRADESH,BHOPAL,2007,74,82,48,3,978,2284,79,196,24,212,0
MADHYA PRADESH,BHOPAL RLY.,2007,7,1,0,2,8,962,4,9,2,14,0
MADHYA PRADESH,BURHANPUR,2007,16,12,1,3,48,140,15,8,2,54,0
MADHYA PRADESH,CHHATARPUR,2007,53,65,32,1,369,332,47,38,31,216,0
MADHYA PRADESH,CHHINDWARA,2007,59,116,14,2,172,289,49,13,16,185,0
MADHYA PRADESH,DAMOH,2007,43,30,14,2,141,148,15,12,20,148,0
MADHYA PRADESH,DATIYA,2007,49,25,21,0,123,166,30,42,9,68,0
MADHYA PRADESH,DEWAS,2007,39,84,27,5,251,677,90,24,22,165,0
MADHYA PRADESH,DHAR,2007,78,82,22,2,140,465,75,19,35,157,0
MADHYA PRADESH,DINDORI,2007,15,23,0,1,35,14,7,1,3,27,0
MADHYA PRADESH,GUNA,2007,39,80,3,2,212,263,57,22,4,166,0
MADHYA PRADESH,GWALIOR,2007,70,74,68,4,1049,1623,186,198,33,170,0
MADHYA PRADESH,HARDA,2007,17,38,12,0,64,158,15,20,5,41,0
MADHYA PRADESH,HOSHANGABAD,2007,41,52,23,0,157,394,25,33,11,110,0
MADHYA PRADESH,INDORE,2007,111,102,49,6,936,3363,198,175,21,276,0
MADHYA PRADESH,INDORE RLY.,2007,3,4,0,0,0,146,0,5,0,7,0
MADHYA PRADESH,JABALPUR,2007,81,77,40,1,554,1035,145,104,42,290,0
MADHYA PRADESH,JABALPUR RLY.,2007,2,1,0,0,2,227,3,7,0,5,0
MADHYA PRADESH,JHABUA,2007,109,35,14,2,76,140,28,14,3,66,0
MADHYA PRADESH,KATNI,2007,37,44,15,1,106,186,18,14,22,129,0
MADHYA PRADESH,KHANDWA,2007,19,64,14,1,279,408,62,15,4,152,0
MADHYA PRADESH,KHARGON,2007,45,63,12,1,173,501,73,13,27,154,0
MADHYA PRADESH,MANDLA,2007,27,47,6,1,100,72,8,5,3,87,0
MADHYA PRADESH,MANDSAUR,2007,30,40,21,2,142,287,59,38,6,132,0
MADHYA PRADESH,MORENA,2007,47,39,38,15,220,409,139,67,26,104,0
MADHYA PRADESH,NARSINGHPUR,2007,31,49,5,0,62,155,20,11,22,134,0
MADHYA PRADESH,NEEMUCH,2007,18,20,11,1,147,310,41,10,3,70,0
MADHYA PRADESH,PANNA,2007,34,26,12,4,133,77,7,20,7,77,0
MADHYA PRADESH,RAISEN,2007,45,75,12,5,120,241,37,20,15,148,0
MADHYA PRADESH,RAJGARH,2007,25,100,22,27,153,402,91,45,12,227,0
MADHYA PRADESH,RATLAM,2007,35,85,14,5,138,355,36,34,5,165,0
MADHYA PRADESH,REWA,2007,40,66,25,2,409,461,61,56,26,119,0
MADHYA PRADESH,SAGAR,2007,80,115,32,0,453,557,80,50,30,345,0
MADHYA PRADESH,SATNA,2007,90,84,27,4,422,497,65,61,38,191,0
MADHYA PRADESH,SEONI,2007,40,51,7,1,96,148,37,4,8,96,0
MADHYA PRADESH,SHAHDOL,2007,29,50,8,1,196,166,15,29,10,128,0
MADHYA PRADESH,SHAJAPUR,2007,35,67,15,3,198,460,62,68,7,163,0
MADHYA PRADESH,SHEOPUR,2007,19,13,6,0,40,81,35,11,3,38,0
MADHYA PRADESH,SHIVPURI,2007,64,91,29,5,217,312,71,52,23,152,0
MADHYA PRADESH,SIDHI,2007,61,82,44,4,335,307,59,31,24,184,0
MADHYA PRADESH,SIHORE,2007,35,56,17,3,168,317,54,14,9,94,0
MADHYA PRADESH,TIKAMGARH,2007,56,63,18,4,175,207,69,35,14,148,0
MADHYA PRADESH,UJJAIN,2007,70,79,33,7,387,970,102,123,14,168,0
MADHYA PRADESH,UMARIYA,2007,13,37,2,0,92,81,28,6,3,68,0
MADHYA PRADESH,VIDISHA,2007,48,100,22,0,261,394,72,22,20,212,0
MADHYA PRADESH,TOTAL,2007,2244,3010,922,143,11230,22396,2648,1975,742,6772,0
MAHARASHTRA,AHMEDNAGAR,2007,99,55,37,49,458,1344,397,107,3,132,0
MAHARASHTRA,AKOLA,2007,38,22,17,14,257,898,117,55,3,86,0
MAHARASHTRA,AMRAVATI COMMR.,2007,30,7,18,6,237,691,99,45,3,35,0
MAHARASHTRA,AMRAVATI RURAL,2007,51,58,26,8,214,761,113,26,11,118,0
MAHARASHTRA,AURANGABAD COMMR.,2007,37,18,29,11,276,762,157,67,11,57,0
MAHARASHTRA,AURANGABAD RURAL,2007,57,14,15,9,165,376,237,45,39,71,0
MAHARASHTRA,BEED,2007,69,23,48,34,303,645,484,88,18,91,0
MAHARASHTRA,BHANDARA,2007,30,19,7,3,177,547,94,18,2,55,0
MAHARASHTRA,BULDHANA,2007,56,39,22,17,220,633,210,28,12,124,0
MAHARASHTRA,CHANDRAPUR,2007,59,35,25,7,383,815,129,34,5,115,0
MAHARASHTRA,DHULE,2007,49,15,5,13,124,397,170,24,10,37,0
MAHARASHTRA,GADCHIROLI,2007,53,11,8,6,98,162,39,7,3,31,0
MAHARASHTRA,GONDIA,2007,34,32,13,9,188,314,58,22,3,71,0
MAHARASHTRA,HINGOLI,2007,29,9,8,6,81,167,121,24,3,45,0
MAHARASHTRA,JALGAON,2007,94,52,27,20,211,667,264,49,20,75,0
MAHARASHTRA,JALNA,2007,52,17,17,7,152,361,184,36,31,43,0
MAHARASHTRA,KOLHAPUR,2007,65,30,16,7,242,766,231,35,16,51,0
MAHARASHTRA,LATUR,2007,73,17,26,10,249,452,191,53,66,73,0
MAHARASHTRA,MUMBAI COMMR.,2007,230,174,179,31,2886,11670,260,265,17,365,0
MAHARASHTRA,MUMBAI RLY.,2007,4,1,1,3,3,1721,6,39,0,5,0
MAHARASHTRA,NAGPUR COMMR.,2007,73,50,66,27,1141,2354,242,357,7,96,0
MAHARASHTRA,NAGPUR RLY.,2007,4,0,2,5,0,878,5,22,0,8,0
MAHARASHTRA,NAGPUR RURAL,2007,71,39,24,5,232,843,117,47,7,92,0
MAHARASHTRA,NANDED,2007,83,33,40,18,317,514,307,54,19,83,0
MAHARASHTRA,NANDURBAR,2007,32,14,3,8,55,213,90,13,3,24,0
MAHARASHTRA,NASIK COMMR.,2007,33,7,21,5,460,1018,153,50,1,34,0
MAHARASHTRA,NASIK RURAL,2007,80,44,29,27,226,559,406,35,8,91,0
MAHARASHTRA,NAVI MUMBAI,2007,45,17,16,35,452,1704,187,118,5,32,0
MAHARASHTRA,OSMANABAD,2007,44,29,23,27,209,447,178,43,2,84,0
MAHARASHTRA,PARBHANI,2007,47,22,14,26,181,290,114,53,8,54,0
MAHARASHTRA,PUNE COMMR.,2007,126,66,122,37,1369,4653,457,232,6,79,0
MAHARASHTRA,PUNE RLY.,2007,6,0,1,4,0,316,5,7,0,0,0
MAHARASHTRA,PUNE RURAL,2007,130,59,41,37,377,1078,272,73,17,101,0
MAHARASHTRA,RAIGAD,2007,37,29,13,22,192,426,170,25,4,39,0
MAHARASHTRA,RATNAGIRI,2007,19,17,9,8,152,274,97,10,2,33,0
MAHARASHTRA,SANGLI,2007,74,28,18,11,182,518,148,23,11,72,0
MAHARASHTRA,SATARA,2007,75,43,38,19,381,966,179,73,9,59,0
MAHARASHTRA,SINDHUDURG,2007,17,9,4,0,101,132,48,6,4,13,0
MAHARASHTRA,SOLAPUR COMMR.,2007,22,12,16,4,120,319,69,34,0,15,0
MAHARASHTRA,SOLAPUR RURAL,2007,77,46,35,21,255,655,270,65,4,63,0
MAHARASHTRA,THANE COMMR.,2007,120,78,110,32,1136,2479,323,146,20,148,0
MAHARASHTRA,THANE RURAL,2007,128,67,46,49,513,853,300,92,7,108,0
MAHARASHTRA,WARDHA,2007,49,31,26,4,248,654,88,37,0,107,0
MAHARASHTRA,WASHIM,2007,22,14,19,6,121,395,88,22,8,62,0
MAHARASHTRA,YAVATMAL,2007,70,49,32,9,263,994,119,66,8,129,0
MAHARASHTRA,TOTAL,2007,2693,1451,1312,716,15607,47681,7993,2770,436,3306,0
MANIPUR,BISHNUPUR,2007,31,4,9,0,5,38,11,0,0,21,0
MANIPUR,CHANDEL,2007,16,0,2,0,2,7,2,0,0,0,0
MANIPUR,CHURACHANDPUR,2007,28,1,6,0,11,46,2,0,0,0,0
MANIPUR,IMPHAL EAST,2007,41,1,28,0,7,70,13,1,0,4,0
MANIPUR,IMPHAL WEST,2007,61,7,64,1,30,228,18,3,0,28,0
MANIPUR,SENAPATI,2007,17,1,8,0,0,12,6,5,0,0,0
MANIPUR,TAMENGLONG,2007,3,0,2,0,0,5,2,0,0,0,0
MANIPUR,THOUBAL,2007,39,6,27,1,12,40,16,1,0,17,0
MANIPUR,UKHRUL,2007,4,0,4,1,3,8,0,1,0,0,0
MANIPUR,TOTAL,2007,240,20,150,3,70,454,70,11,0,70,0
MEGHALAYA,GARO HILLS EAST,2007,9,4,6,8,20,32,22,0,0,3,0
MEGHALAYA,GARO HILLS SOUTH,2007,2,1,2,2,5,12,2,4,0,0,0
MEGHALAYA,GARO HILLS WEST,2007,13,4,16,10,26,57,2,6,0,12,0
MEGHALAYA,JAINTIA HILLS,2007,43,26,3,10,21,56,0,7,0,6,0
MEGHALAYA,KHASI HILLS EAST,2007,21,32,22,9,108,270,3,30,2,11,0
MEGHALAYA,KHASI HILLS WEST,2007,16,8,2,13,14,20,2,3,0,2,0
MEGHALAYA,RI-BHOI,2007,10,7,1,3,9,53,2,6,0,11,0
MEGHALAYA,TOTAL,2007,114,82,52,55,203,500,33,56,2,45,0
MIZORAM,AIZAWL,2007,18,35,3,0,216,464,1,3,0,38,0
MIZORAM,CHAMPHAI,2007,5,12,0,0,32,65,0,0,0,3,0
MIZORAM,KOLASIB,2007,9,12,1,0,47,83,0,1,0,6,0
MIZORAM,LAWNGTLAI,2007,5,3,0,0,20,27,0,0,0,5,0
MIZORAM,LUNGLEI,2007,2,9,0,0,78,90,0,1,0,7,0
MIZORAM,MAMIT,2007,1,1,0,0,28,24,0,0,0,3,0
MIZORAM,SAIHA,2007,2,3,0,0,19,29,0,0,0,3,0
MIZORAM,SERCHHIP,2007,1,8,0,0,17,26,0,0,0,1,0
MIZORAM,TOTAL,2007,43,83,4,0,457,808,1,5,0,66,0
NAGALAND,DIMAPUR,2007,30,5,7,2,64,209,1,49,0,5,0
NAGALAND,KIPHIRE,2007,3,0,0,0,1,2,0,0,0,0,0
NAGALAND,KOHIMA,2007,24,4,4,4,17,63,0,18,0,1,0
NAGALAND,LONGLENG,2007,1,0,1,0,0,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2007,17,1,3,1,10,13,3,2,0,0,0
NAGALAND,MON,2007,9,0,0,0,7,10,0,2,0,1,0
NAGALAND,PEREN,2007,3,0,1,0,5,8,0,1,0,0,0
NAGALAND,PHEK,2007,5,0,0,0,5,8,2,2,0,1,0
NAGALAND,TUENSANG,2007,7,0,1,0,4,9,6,0,0,0,0
NAGALAND,WOKHA,2007,8,3,0,0,1,23,2,1,0,0,0
NAGALAND,ZUNHEBOTO,2007,4,0,0,0,4,15,1,0,0,0,0
NAGALAND,TOTAL,2007,111,13,17,7,118,360,15,75,0,8,0
ODISHA,ANGUL,2007,54,38,37,11,111,370,141,61,16,199,0
ODISHA,BALASORE,2007,36,55,51,17,172,290,47,40,35,113,0
ODISHA,BARAGARH,2007,41,18,14,3,71,170,103,33,10,63,0
ODISHA,BERHAMPUR,2007,16,4,8,3,91,133,37,27,9,98,0
ODISHA,BHADRAK,2007,30,42,21,7,59,68,37,23,36,76,0
ODISHA,BOLANGIR,2007,38,53,26,7,71,143,102,37,16,144,0
ODISHA,BOUDH,2007,10,9,5,2,21,27,40,4,1,59,0
ODISHA,CUTTACK,2007,42,41,68,13,261,753,104,136,48,47,0
ODISHA,DEOGARH,2007,26,13,8,3,32,44,17,16,2,79,0
ODISHA,DHENKANAL,2007,59,35,26,9,61,193,109,54,25,197,0
ODISHA,GAJAPATI,2007,12,8,10,0,28,27,24,1,2,30,0
ODISHA,GANJAM,2007,66,34,27,7,150,149,171,40,20,232,0
ODISHA,JAGATSINGHPUR,2007,23,18,13,19,69,120,39,34,19,8,0
ODISHA,JAJPUR,2007,35,25,32,15,103,209,112,44,33,101,0
ODISHA,JHARSUGUDA,2007,21,11,16,18,109,251,57,28,1,67,0
ODISHA,KALAHANDI,2007,30,30,23,6,59,93,67,24,12,68,0
ODISHA,KANDHAMAL,2007,25,32,14,0,42,40,82,24,4,114,0
ODISHA,KENDRAPARA,2007,40,30,31,11,95,93,34,40,41,11,0
ODISHA,KEONJHAR,2007,81,41,35,6,82,231,88,54,21,211,0
ODISHA,KHURDA,2007,56,53,79,23,475,1310,93,175,20,52,0
ODISHA,KORAPUT,2007,42,41,32,2,85,141,39,21,4,126,0
ODISHA,MALKANGIR,2007,30,12,9,1,11,30,29,7,2,20,0
ODISHA,MAYURBHANJ,2007,98,74,32,6,96,290,30,47,16,176,0
ODISHA,NAYAGARH,2007,31,21,35,0,81,100,35,16,14,13,0
ODISHA,NOWRANGPUR,2007,28,28,22,3,30,42,42,6,1,62,0
ODISHA,NUAPADA,2007,17,5,14,1,30,59,20,4,8,43,0
ODISHA,PURI,2007,21,43,17,9,174,348,79,90,34,19,0
ODISHA,RAYAGADA,2007,31,23,14,1,45,59,39,7,2,71,0
ODISHA,ROURKELA,2007,23,15,9,3,68,221,22,31,2,60,0
ODISHA,SAMBALPUR,2007,46,27,15,17,169,259,80,82,5,70,0
ODISHA,SONEPUR,2007,9,16,12,0,24,45,27,8,0,64,0
ODISHA,SRP(CUTTACK),2007,2,0,2,2,5,207,0,11,0,1,0
ODISHA,SRP(ROURKELA),2007,6,1,2,2,9,103,3,10,0,4,0
ODISHA,SUNDARGARH,2007,85,43,42,20,84,212,34,38,2,77,0
ODISHA,TOTAL,2007,1210,939,801,247,3073,6830,1983,1273,461,2775,0
PUNJAB,AMRITSAR,2007,43,21,48,2,137,445,0,21,5,20,0
PUNJAB,AMRITSAR RURAL,2007,31,10,31,0,28,70,0,3,1,9,0
PUNJAB,BARNALA,2007,12,7,6,0,29,65,1,1,5,8,0
PUNJAB,BATALA,2007,25,15,19,2,64,144,0,0,2,18,0
PUNJAB,BHATINDA,2007,41,27,34,1,201,309,0,7,6,25,0
PUNJAB,FARIDKOT,2007,23,13,17,0,108,137,0,2,2,19,0
PUNJAB,FATEHGARH SAHIB,2007,10,15,47,1,124,244,0,3,5,17,0
PUNJAB,FEROZPUR,2007,48,33,33,0,135,199,0,0,5,21,0
PUNJAB,G.R.P,2007,14,2,1,0,3,34,0,0,2,2,0
PUNJAB,GURDASPUR,2007,19,30,26,1,66,120,0,2,9,15,0
PUNJAB,HOSHIARPUR,2007,43,27,25,1,106,210,0,2,6,18,0
PUNJAB,JAGRAON,2007,10,15,10,0,44,100,0,0,1,8,0
PUNJAB,JALANDHAR,2007,63,54,113,5,332,630,0,11,12,48,0
PUNJAB,KAPURTHALA,2007,29,22,22,0,91,210,0,15,7,25,0
PUNJAB,KHANNA,2007,24,17,18,3,61,108,0,7,8,0,0
PUNJAB,LUDHIANA,2007,63,58,120,3,273,664,0,19,9,25,0
PUNJAB,MANSA,2007,28,20,8,1,47,59,0,1,6,5,0
PUNJAB,MOGA,2007,37,7,22,0,70,125,0,4,4,20,0
PUNJAB,MUKTSAR,2007,27,11,22,0,64,104,0,2,4,11,0
PUNJAB,NAWAN SHAHR,2007,21,13,10,1,61,99,0,15,4,15,0
PUNJAB,PATIALA,2007,51,22,25,1,158,320,0,3,17,22,0
PUNJAB,ROPAR,2007,10,7,9,0,78,108,0,5,2,11,0
PUNJAB,SANGRUR,2007,36,31,26,3,132,210,0,8,5,31,0
PUNJAB,SAS NGR,2007,11,16,33,2,139,312,0,2,0,0,0
PUNJAB,TARN TARAN,2007,41,26,35,10,65,147,0,5,6,34,0
PUNJAB,TOTAL,2007,760,519,760,37,2616,5173,1,138,133,427,0
RAJASTHAN,AJMER,2007,53,31,89,2,270,867,55,24,19,105,0
RAJASTHAN,ALWAR,2007,89,73,109,0,178,1241,35,38,43,141,0
RAJASTHAN,BANSWARA,2007,39,39,46,0,64,106,95,9,4,55,0
RAJASTHAN,BARAN,2007,37,43,28,1,92,271,8,13,8,112,0
RAJASTHAN,BARMER,2007,26,19,29,0,105,178,7,1,9,78,0
RAJASTHAN,BHARATPUR,2007,69,62,112,32,69,772,22,22,30,41,0
RAJASTHAN,BHILWARA,2007,34,48,66,1,227,596,24,47,10,80,0
RAJASTHAN,BIKANER,2007,39,32,36,0,124,320,2,8,18,76,0
RAJASTHAN,BUNDI,2007,28,28,57,1,98,216,24,14,2,87,0
RAJASTHAN,CHITTORGARH,2007,48,92,147,4,230,628,132,38,6,155,0
RAJASTHAN,CHURU,2007,20,27,27,0,106,160,8,6,11,38,0
RAJASTHAN,DAUSA,2007,34,16,67,0,108,725,28,9,12,39,0
RAJASTHAN,DHOLPUR,2007,44,20,57,5,43,403,29,12,13,22,0
RAJASTHAN,DUNGARPUR,2007,23,10,42,1,47,58,70,10,2,58,0
RAJASTHAN,G.R.P.,2007,4,0,6,1,0,483,14,2,1,12,0
RAJASTHAN,GANGANAGAR,2007,61,66,56,1,191,388,0,18,11,64,0
RAJASTHAN,HANUMANGARH,2007,32,39,24,0,91,199,0,6,14,53,0
RAJASTHAN,JAIPUR EAST,2007,14,25,65,4,358,2295,121,102,7,38,0
RAJASTHAN,JAIPUR NORTH,2007,17,23,76,2,159,830,52,24,11,37,0
RAJASTHAN,JAIPUR RURAL,2007,66,39,85,1,246,1097,105,24,25,127,0
RAJASTHAN,JAIPUR SOUTH,2007,21,14,65,1,304,1293,114,27,7,26,0
RAJASTHAN,JAISALMER,2007,5,4,13,1,39,139,24,2,7,9,0
RAJASTHAN,JALORE,2007,21,7,30,2,79,152,18,3,9,62,0
RAJASTHAN,JHALAWAR,2007,43,54,49,1,78,390,67,20,10,113,0
RAJASTHAN,JHUNJHUNU,2007,44,31,34,0,135,310,33,2,18,39,0
